sql_id,child,inst_id,schema,kind,rc,elapsed_ms,rows_or_updatecount,error_class,ts
8j2wvuh066drs,0,1,HTZ,query,0,7,1,,2026-08-04T11:07:17
6ckjzurd71jx4,0,1,SCMAP3,query,0,1,1,,2026-08-04T11:07:20
8z035ha5nvt74,0,1,SCMAP1,query,0,2,1,,2026-08-04T11:07:20
f00nc27v11f3d,0,1,SCMAP2,query,0,2,1,,2026-08-04T11:07:20
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:20
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:21
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:21
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:22
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:34
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:35
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:35
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:36
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:36
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:36
00g88gb47bcz6,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:37
04vfkrajpkrnj,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:37
087wp5amfwh1n,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:37
0934v7nwr5ux5,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:37
0970bxxhucvb5,0,1,HTZ,query,0,1,dry,,2026-08-04T11:07:37
58fpkr725q7rp,0,1,HTZ,dml,0,0,dry,blocked_dry,2026-08-04T11:07:37
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:37
buq5yp6tubnf8,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:37
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T11:07:37
bwu82wrzdwrzw,0,1,HTZ,query,0,2,1,,2026-08-04T11:07:37
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:07:37
9btc6b2hypw6a,0,1,HTZ,query,0,1,1,,2026-08-04T11:07:37
bwu82wrzdwrzw,0,1,HTZ,query,0,1,1,,2026-08-04T11:07:37
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:07:39
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:01
bwu82wrzdwrzw,0,1,HTZ,query,0,1,1,,2026-08-04T11:10:01
9btc6b2hypw6a,0,1,HTZ,query,0,1,1,,2026-08-04T11:10:01
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:01
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:01
58fpkr725q7rp,0,1,HTZ,dml,1,0,,blocked,2026-08-04T11:10:02
58fpkr725q7rp,0,1,HTZ,dml,0,3,1,,2026-08-04T11:10:02
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:02
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:02
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:02
58fpkr725q7rp,0,1,HTZ,dml,1,1,,blocked,2026-08-04T11:10:03
58fpkr725q7rp,0,1,HTZ,dml,0,3,1,,2026-08-04T11:10:03
00g88gb47bcz6,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:03
04vfkrajpkrnj,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:03
087wp5amfwh1n,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:03
0934v7nwr5ux5,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:03
0970bxxhucvb5,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:03
58fpkr725q7rp,0,1,HTZ,dml,0,1,dry,blocked_dry,2026-08-04T11:10:03
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:03
buq5yp6tubnf8,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:03
bwu82wrzdwrzw,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:03
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:03
8j2wvuh066drs,0,1,HTZ,query,0,8,1,,2026-08-04T11:10:08
f00nc27v11f3d,0,1,SCMAP2,query,0,2,1,,2026-08-04T11:10:11
6ckjzurd71jx4,0,1,SCMAP3,query,0,2,1,,2026-08-04T11:10:11
8z035ha5nvt74,0,1,SCMAP1,query,0,2,1,,2026-08-04T11:10:11
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:12
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:13
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:13
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:13
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:26
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:27
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:27
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:27
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:28
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:28
00g88gb47bcz6,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:28
04vfkrajpkrnj,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:28
087wp5amfwh1n,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:28
0934v7nwr5ux5,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:28
0970bxxhucvb5,0,1,HTZ,query,0,1,dry,,2026-08-04T11:10:28
58fpkr725q7rp,0,1,HTZ,dml,0,0,dry,blocked_dry,2026-08-04T11:10:28
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:28
buq5yp6tubnf8,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:28
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T11:10:28
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:29
bwu82wrzdwrzw,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:29
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:29
bwu82wrzdwrzw,0,1,HTZ,query,0,1,1,,2026-08-04T11:10:29
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T11:10:31
9btc6b2hypw6a,0,1,HTZ,query,0,1,1,,2026-08-04T12:08:38
bwu82wrzdwrzw,0,1,HTZ,query,0,2,1,,2026-08-04T12:08:38
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:08:38
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:08:38
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:08:38
58fpkr725q7rp,0,1,HTZ,dml,1,0,,blocked,2026-08-04T12:08:39
58fpkr725q7rp,0,1,HTZ,dml,0,3,1,,2026-08-04T12:08:39
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:39
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:39
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:08:39
58fpkr725q7rp,0,1,HTZ,dml,1,0,,blocked,2026-08-04T12:08:39
58fpkr725q7rp,0,1,HTZ,dml,0,5,1,,2026-08-04T12:08:40
00g88gb47bcz6,0,1,HTZ,query,0,1,dry,,2026-08-04T12:08:40
04vfkrajpkrnj,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:40
087wp5amfwh1n,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:40
0934v7nwr5ux5,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:40
0970bxxhucvb5,0,1,HTZ,query,0,1,dry,,2026-08-04T12:08:40
58fpkr725q7rp,0,1,HTZ,dml,0,0,dry,blocked_dry,2026-08-04T12:08:40
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:40
buq5yp6tubnf8,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:40
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:40
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:08:40
8j2wvuh066drs,0,1,HTZ,query,0,9,1,,2026-08-04T12:08:46
f00nc27v11f3d,0,1,SCMAP2,query,0,2,1,,2026-08-04T12:08:49
8z035ha5nvt74,0,1,SCMAP1,query,0,1,1,,2026-08-04T12:08:49
6ckjzurd71jx4,0,1,SCMAP3,query,0,2,1,,2026-08-04T12:08:49
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:08:50
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:50
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:08:51
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:08:51
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:05
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:09:05
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:09:05
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:06
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:06
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:06
00g88gb47bcz6,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:07
04vfkrajpkrnj,0,1,HTZ,query,0,1,dry,,2026-08-04T12:09:07
087wp5amfwh1n,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:07
0934v7nwr5ux5,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:07
0970bxxhucvb5,0,1,HTZ,query,0,1,dry,,2026-08-04T12:09:07
58fpkr725q7rp,0,1,HTZ,dml,0,1,dry,blocked_dry,2026-08-04T12:09:07
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:07
buq5yp6tubnf8,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:07
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T12:09:07
bwu82wrzdwrzw,0,1,HTZ,query,0,2,1,,2026-08-04T12:09:08
9btc6b2hypw6a,0,1,HTZ,query,0,3,1,,2026-08-04T12:09:08
bwu82wrzdwrzw,0,1,HTZ,query,0,2,1,,2026-08-04T12:09:08
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:09:08
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:09:10
bwu82wrzdwrzw,0,1,HTZ,query,0,3,1,,2026-08-04T12:10:04
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:04
9btc6b2hypw6a,0,1,HTZ,query,0,1,1,,2026-08-04T12:10:04
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:04
9btc6b2hypw6a,0,1,HTZ,query,0,1,1,,2026-08-04T12:10:04
58fpkr725q7rp,0,1,HTZ,dml,1,1,,blocked,2026-08-04T12:10:04
58fpkr725q7rp,0,1,HTZ,dml,0,3,1,,2026-08-04T12:10:05
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:05
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:05
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:05
58fpkr725q7rp,0,1,HTZ,dml,1,0,,blocked,2026-08-04T12:10:05
58fpkr725q7rp,0,1,HTZ,dml,0,4,1,,2026-08-04T12:10:06
00g88gb47bcz6,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:06
04vfkrajpkrnj,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:06
087wp5amfwh1n,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:06
0934v7nwr5ux5,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:06
0970bxxhucvb5,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:06
58fpkr725q7rp,0,1,HTZ,dml,0,1,dry,blocked_dry,2026-08-04T12:10:06
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:06
buq5yp6tubnf8,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:06
bwu82wrzdwrzw,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:06
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:06
8j2wvuh066drs,0,1,HTZ,query,0,12,1,,2026-08-04T12:10:12
8z035ha5nvt74,0,1,SCMAP1,query,0,1,1,,2026-08-04T12:10:15
6ckjzurd71jx4,0,1,SCMAP3,query,0,3,1,,2026-08-04T12:10:15
f00nc27v11f3d,0,1,SCMAP2,query,0,2,1,,2026-08-04T12:10:15
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:16
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:16
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:17
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:17
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:30
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:31
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:31
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:32
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:32
9btc6b2hypw6a,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:32
00g88gb47bcz6,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:33
04vfkrajpkrnj,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:33
087wp5amfwh1n,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:33
0934v7nwr5ux5,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:33
0970bxxhucvb5,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:33
58fpkr725q7rp,0,1,HTZ,dml,0,0,dry,blocked_dry,2026-08-04T12:10:33
9btc6b2hypw6a,0,1,HTZ,query,0,0,dry,,2026-08-04T12:10:33
buq5yp6tubnf8,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:33
bwu82wrzdwrzw,0,1,HTZ,query,0,1,dry,,2026-08-04T12:10:33
bwu82wrzdwrzw,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:33
bwu82wrzdwrzw,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:33
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:33
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:33
9btc6b2hypw6a,0,1,HTZ,query,0,2,1,,2026-08-04T12:10:35
